id,verbatim_text,product,pack,region,issue_type,source,created_at,taxonomy_coverage,is_planted_issue,planted_issue_id
637d2347-2dd3-4448-9336-dedbc17cf8d2,Resealable Bag v1 arrived torn,Crunchy Chips,Resealable Bag v1,Pacific Northwest,Damaged Pack,Twitter,2026-01-20T22:42:00,0.77,False,
34d22c77-e89f-48b3-bb87-026f6da45512,Crunchy Chips tastes stale from Texas,Crunchy Chips,Resealable Bag v1,Texas,Stale Taste,Call Center,2026-01-20T22:47:00,0.84,False,
27820a7b-e3b8-4022-8c73-03d845422185,Opened Crunchy Chips and it was stale,Crunchy Chips,Box 200g,Texas,Stale Taste,Email,2026-01-20T22:53:00,0.61,False,
bf21befb-57e9-432a-b950-b00eacb34777,Crunchy Chips tastes stale from Northeast,Crunchy Chips,Resealable Bag v2 - New Lid,Northeast,Stale Taste,Email,2026-01-20T23:04:00,0.7,False,
b7d776ea-dc3a-4783-9c73-d8eb4913d476,Can 330ml leaking in transit to Texas,Granola Bar,Can 330ml,Texas,Leaking,Amazon Review,2026-01-20T23:07:00,0.75,False,
c382c359-5dbe-45e5-8831-d761dd162977,Resealable Bag v1 half empty - Crunchy Chips,Crunchy Chips,Resealable Bag v1,Texas,Low Fill,Email,2026-01-20T23:14:00,0.79,False,
66b808fd-7032-4e73-9620-8fad3b6b846e,Ordered Crunchy Chips got wrong flavor,Crunchy Chips,Box 200g,Texas,Wrong Flavor,Twitter,2026-01-20T23:15:00,0.83,False,
1bfa8ad6-380c-4012-8612-d5e1bba66d40,New lid on Resealable Bag v2 - New Lid doesn't seal properly,Cookies Pack,Resealable Bag v2 - New Lid,Midwest,Seal Failure,Amazon Review,2026-01-20T23:30:00,0.81,False,
5dcddefd-568a-4f35-9915-57ccc18d7b60,Can 330ml arrived torn,Granola Bar,Can 330ml,Pacific Northwest,Damaged Pack,Amazon Review,2026-01-20T23:42:00,0.6,False,
886f0eac-6ca7-4d7b-8726-023128531842,Stale Granola Bar in Can 330ml,Granola Bar,Can 330ml,Pacific Northwest,Stale Taste,Amazon Review,2026-01-20T23:57:00,0.64,False,
444172a2-8729-4323-9c5e-80c6415debb5,Stale Cookies Pack in Can 330ml,Cookies Pack,Can 330ml,Pacific Northwest,Stale Taste,Twitter,2026-01-21T00:02:00,0.78,False,
8f5ef7d2-6e38-44f7-97e7-5508cd19dbe2,Ordered Cookies Pack got wrong flavor,Cookies Pack,Resealable Bag v1,Texas,Wrong Flavor,Call Center,2026-01-21T00:06:00,0.7,False,
41e4054b-1fdc-4230-82e1-91b38fa4d841,Stale Crunchy Chips in Resealable Bag v1,Crunchy Chips,Resealable Bag v1,Texas,Stale Taste,Amazon Review,2026-01-21T00:15:00,0.67,False,
9f8e0946-b534-49a5-beeb-3f3f428027d0,Stale Crunchy Chips in Box 200g,Crunchy Chips,Box 200g,Pacific Northwest,Stale Taste,Email,2026-01-21T00:34:00,0.92,False,
a68b31c8-8b19-4bbe-b79c-7cc8428fd632,Resealable Bag v1 leaking in transit to Pacific Northwest,Cookies Pack,Resealable Bag v1,Pacific Northwest,Leaking,Twitter,2026-01-21T00:36:00,0.73,False,
3cb7844f-f5af-47cf-8cea-c10b916a7556,Resealable Bag v1 half empty - Cookies Pack,Cookies Pack,Resealable Bag v1,California,Low Fill,Email,2026-01-21T00:37:00,0.61,False,
f24aa343-129a-48f9-b7d1-b938aad5744e,Box 200g half empty - Cookies Pack,Cookies Pack,Box 200g,Texas,Low Fill,Email,2026-01-21T01:03:00,0.83,False,
2791730d-d52b-436d-9f6c-f6a8e3aea924,Resealable Bag v2 - New Lid half empty - Soda Pop,Soda Pop,Resealable Bag v2 - New Lid,California,Low Fill,Twitter,2026-01-21T01:08:00,0.67,False,
a275ebcc-96b0-4c43-b7d1-6834339a0796,Can 330ml half empty - Cookies Pack,Cookies Pack,Can 330ml,Texas,Low Fill,Call Center,2026-01-21T01:10:00,0.75,False,
81b777a5-960c-49b1-b920-504e4dad2367,Box 200g leaking in transit to Midwest,Soda Pop,Box 200g,Midwest,Leaking,Twitter,2026-01-21T01:13:00,0.94,False,
42eccb5e-ded4-4374-9562-13dbcbb26b68,Opened Cookies Pack and it was stale,Cookies Pack,Box 200g,Texas,Stale Taste,Amazon Review,2026-01-21T01:19:00,0.79,False,
967951f2-80f7-48c6-a0d0-ad4d5c299021,Resealable Bag v1 half empty - Cookies Pack,Cookies Pack,Resealable Bag v1,Northeast,Low Fill,Twitter,2026-01-21T01:21:00,0.85,False,
62d7200f-8877-4065-baf7-f1b689d674a2,New lid on Can 330ml doesn't seal properly,Crunchy Chips,Can 330ml,Midwest,Seal Failure,Twitter,2026-01-21T01:26:00,0.69,False,
08f3aa1e-8094-45c4-a265-5e381f6e36ff,Can 330ml half empty - Cookies Pack,Cookies Pack,Can 330ml,Northeast,Low Fill,Email,2026-01-21T01:27:00,0.9,False,
421eb5f4-f2c3-4cf1-9531-30d0b9d7d4ab,New lid on Resealable Bag v2 - New Lid doesn't seal properly,Cookies Pack,Resealable Bag v2 - New Lid,Northeast,Seal Failure,Call Center,2026-01-21T01:39:00,0.78,False,
449a1f35-d77f-4c86-9499-7b306578dbbf,Ordered Soda Pop got wrong flavor,Soda Pop,Resealable Bag v1,Texas,Wrong Flavor,Amazon Review,2026-01-21T01:57:00,0.72,False,
ab8247d4-5c15-495c-a917-45a07b9052dc,Box 200g leaking in transit to Pacific Northwest,Cookies Pack,Box 200g,Pacific Northwest,Leaking,Email,2026-01-21T02:06:00,0.94,False,
3f8852e7-537c-404e-aa83-0331609319ef,Resealable Bag v2 - New Lid leaking in transit to California,Granola Bar,Resealable Bag v2 - New Lid,California,Leaking,Call Center,2026-01-21T02:14:00,0.86,False,
91f86ba9-508f-48db-94f6-9a4aa0c8aefe,Ordered Soda Pop got wrong flavor,Soda Pop,Resealable Bag v2 - New Lid,Midwest,Wrong Flavor,Email,2026-01-21T02:16:00,0.69,False,
5d252589-9ac7-4100-9993-592d18e6ab9e,Resealable Bag v2 - New Lid half empty - Crunchy Chips,Crunchy Chips,Resealable Bag v2 - New Lid,Midwest,Low Fill,Amazon Review,2026-01-21T02:19:00,0.79,False,
c353b230-8e0f-43a9-b826-a47eee58dd82,Can 330ml leaking in transit to Midwest,Granola Bar,Can 330ml,Midwest,Leaking,Email,2026-01-21T02:20:00,0.87,False,
4c532380-b406-47b1-a1cc-b32303c3ac1b,Ordered Soda Pop got wrong flavor,Soda Pop,Can 330ml,Pacific Northwest,Wrong Flavor,Twitter,2026-01-21T02:24:00,0.61,False,
de69d793-bec8-4265-8478-7b2d048fbd7d,New lid on Resealable Bag v2 - New Lid doesn't seal properly,Crunchy Chips,Resealable Bag v2 - New Lid,California,Seal Failure,Call Center,2026-01-21T02:40:00,0.88,False,
67416ffe-43f4-406d-966a-93a19fd858b6,Can 330ml leaking in transit to Pacific Northwest,Soda Pop,Can 330ml,Pacific Northwest,Leaking,Call Center,2026-01-21T02:46:00,0.71,False,
e42db858-1319-4a1f-94b9-08ad2531536e,Box 200g half empty - Crunchy Chips,Crunchy Chips,Box 200g,Texas,Low Fill,Amazon Review,2026-01-21T02:48:00,0.75,False,
fc554137-6b40-444e-8518-c158c39a5eb6,Can 330ml half empty - Crunchy Chips,Crunchy Chips,Can 330ml,Northeast,Low Fill,Amazon Review,2026-01-21T02:52:00,0.87,False,
4ce52787-481b-4626-acb3-c85119c86629,Box 200g leaking in transit to Texas,Crunchy Chips,Box 200g,Texas,Leaking,Call Center,2026-01-21T02:55:00,0.64,False,
ea040a8d-2801-4d12-ab63-09eeb94b110a,Box crushed in shipping to Texas,Crunchy Chips,Box 200g,Texas,Damaged Pack,Amazon Review,2026-01-21T03:12:00,0.78,False,
a12875d8-cd13-4962-a8c9-ad70770dafe2,Box 200g arrived torn,Granola Bar,Box 200g,Northeast,Damaged Pack,Email,2026-01-21T03:18:00,0.94,False,
f6409138-a579-4d98-8c60-4db8e1bf337c,Resealable Resealable Bag v1 failed to close - Midwest,Crunchy Chips,Resealable Bag v1,Midwest,Seal Failure,Amazon Review,2026-01-21T03:29:00,0.83,False,
17181790-37d4-4423-abab-62f2337d3414,Box 200g leaking in transit to Northeast,Cookies Pack,Box 200g,Northeast,Leaking,Email,2026-01-21T03:31:00,0.75,False,
5dbb62d9-7ada-4688-ae37-e5bd91fb4dfd,Box 200g half empty - Soda Pop,Soda Pop,Box 200g,Northeast,Low Fill,Email,2026-01-21T03:42:00,0.8,False,
42e54423-6dcc-4966-9df1-af3388ae6d9d,Soda Pop tastes stale from Texas,Soda Pop,Can 330ml,Texas,Stale Taste,Twitter,2026-01-21T04:10:00,0.84,False,
b85efbf3-737a-410f-88ba-e4857aa343de,Resealable Bag v2 - New Lid leaking in transit to Midwest,Cookies Pack,Resealable Bag v2 - New Lid,Midwest,Leaking,Call Center,2026-01-21T04:15:00,0.61,False,
8c995749-bb6d-41e1-89a0-9a50f168e9a8,Resealable Bag v1 leaking in transit to Texas,Granola Bar,Resealable Bag v1,Texas,Leaking,Call Center,2026-01-21T04:49:00,0.83,False,
a842a33e-b14b-4dfd-8b86-4ba201b3acec,Box 200g arrived torn,Crunchy Chips,Box 200g,Northeast,Damaged Pack,Call Center,2026-01-21T04:55:00,0.85,False,
6eb3e3d2-f474-40e0-bb7b-77f1655cbfc2,Box crushed in shipping to California,Soda Pop,Can 330ml,California,Damaged Pack,Twitter,2026-01-21T06:02:00,0.74,False,
de6dbf07-56b1-443e-8fab-b42cc879d306,Box crushed in shipping to California,Crunchy Chips,Can 330ml,California,Damaged Pack,Call Center,2026-01-21T06:05:00,0.64,False,
cd14ad0e-0018-4cc0-af8b-4947f9c42b11,Resealable Resealable Bag v2 - New Lid failed to close - California,Crunchy Chips,Resealable Bag v2 - New Lid,California,Seal Failure,Email,2026-01-21T06:09:00,0.77,False,
17cb5aaa-a038-4299-baa8-7e540322274f,New lid on Box 200g doesn't seal properly,Granola Bar,Box 200g,Northeast,Seal Failure,Call Center,2026-01-21T06:10:00,0.82,False,
6f47e77f-abfe-49a7-bb31-611d44e044a8,Can 330ml half empty - Cookies Pack,Cookies Pack,Can 330ml,California,Low Fill,Twitter,2026-01-21T06:38:00,0.9,False,
4ad129f1-9b13-4589-93b0-2f99ec4af73f,Resealable Bag v2 - New Lid half empty - Soda Pop,Soda Pop,Resealable Bag v2 - New Lid,Midwest,Low Fill,Twitter,2026-01-21T06:38:00,0.65,False,
7afb3e49-2e75-41df-a6b9-b0feabf253c0,Resealable Bag v2 - New Lid half empty - Crunchy Chips,Crunchy Chips,Resealable Bag v2 - New Lid,Texas,Low Fill,Call Center,2026-01-21T06:57:00,0.63,False,
b2788ef8-4724-488d-8a25-c7b1dddca447,Resealable Bag v1 half empty - Granola Bar,Granola Bar,Resealable Bag v1,Texas,Low Fill,Amazon Review,2026-01-21T06:58:00,0.76,False,
1e65d17b-63ab-47bc-8b0f-cdcb0eb6d110,Resealable Bag v1 leaking in transit to Pacific Northwest,Granola Bar,Resealable Bag v1,Pacific Northwest,Leaking,Twitter,2026-01-21T06:58:00,0.92,False,
8996e785-9fa1-427f-bd55-f72bfd92e48e,Can 330ml half empty - Crunchy Chips,Crunchy Chips,Can 330ml,Northeast,Low Fill,Amazon Review,2026-01-21T06:58:00,0.61,False,
237b9d2a-f10e-448f-ba26-683fe5954c42,Box crushed in shipping to Midwest,Crunchy Chips,Resealable Bag v2 - New Lid,Midwest,Damaged Pack,Twitter,2026-01-21T07:08:00,0.63,False,
a5a5eddf-3a0e-4c17-8903-d9fc9730e4d6,Ordered Granola Bar got wrong flavor,Granola Bar,Resealable Bag v1,Northeast,Wrong Flavor,Amazon Review,2026-01-21T07:14:00,0.76,False,
fbfed7d6-b8f1-4b22-a692-95793a479d04,Crunchy Chips tastes stale from Northeast,Crunchy Chips,Box 200g,Northeast,Stale Taste,Twitter,2026-01-21T07:21:00,0.79,False,
1fd50150-e195-41b1-9df9-63cfbca5ee04,Box 200g arrived torn,Soda Pop,Box 200g,Pacific Northwest,Damaged Pack,Email,2026-01-21T07:26:00,0.83,False,
d3fca68f-f30b-4c6e-9f3c-9ee55f5069eb,Resealable Bag v1 half empty - Soda Pop,Soda Pop,Resealable Bag v1,Pacific Northwest,Low Fill,Email,2026-01-21T07:29:00,0.64,False,
be500cb3-7d26-4a21-89e8-fb7bc26b8998,Ordered Cookies Pack got wrong flavor,Cookies Pack,Box 200g,Midwest,Wrong Flavor,Call Center,2026-01-21T07:30:00,0.75,False,
872a4b92-4b45-443a-937a-e7d4ca0c620f,"The Can 330ml won't close, goes stale in Northeast",Soda Pop,Can 330ml,Northeast,Seal Failure,Twitter,2026-01-21T07:33:00,0.61,False,
d7473915-3c9d-41ea-8f5c-47bfc3262b82,Resealable Bag v2 - New Lid half empty - Cookies Pack,Cookies Pack,Resealable Bag v2 - New Lid,Northeast,Low Fill,Email,2026-01-21T07:52:00,0.61,False,
e88c27cb-0250-4352-8c74-0914ba375292,Opened Crunchy Chips and it was stale,Crunchy Chips,Resealable Bag v1,Pacific Northwest,Stale Taste,Twitter,2026-01-21T07:55:00,0.6,False,
19ab6c68-5d89-4e42-8f81-f755b15cacfd,Can 330ml half empty - Granola Bar,Granola Bar,Can 330ml,Pacific Northwest,Low Fill,Call Center,2026-01-21T08:00:00,0.68,False,
08dd1c7f-d308-43b2-b748-b3207dcf9f65,Resealable Bag v2 - New Lid leaking in transit to Midwest,Granola Bar,Resealable Bag v2 - New Lid,Midwest,Leaking,Twitter,2026-01-21T08:01:00,0.87,False,
b897b968-0b37-4c06-838d-faedccbd282f,Ordered Cookies Pack got wrong flavor,Cookies Pack,Can 330ml,Midwest,Wrong Flavor,Twitter,2026-01-21T08:05:00,0.8,False,
ee555fc4-f01c-4877-a514-827fd4b1d050,Can 330ml arrived torn,Crunchy Chips,Can 330ml,Midwest,Damaged Pack,Call Center,2026-01-21T08:22:00,0.64,False,
0d7a8e37-60ae-43f7-af3e-6c00f1c98687,Opened Soda Pop and it was stale,Soda Pop,Resealable Bag v2 - New Lid,California,Stale Taste,Amazon Review,2026-01-21T08:36:00,0.89,False,
46bce558-59a9-4f49-a7f9-d1fea88ef0de,Ordered Cookies Pack got wrong flavor,Cookies Pack,Box 200g,Texas,Wrong Flavor,Amazon Review,2026-01-21T08:46:00,0.71,False,
34a08699-990b-42a6-9124-a36460d88290,Soda Pop tastes stale from Midwest,Soda Pop,Resealable Bag v2 - New Lid,Midwest,Stale Taste,Call Center,2026-01-21T09:12:00,0.69,False,
d04354cd-c289-426f-be91-19c626c136ea,Stale Crunchy Chips in Box 200g,Crunchy Chips,Box 200g,California,Stale Taste,Amazon Review,2026-01-21T09:14:00,0.88,False,
fb89a60f-dbb9-49fe-8f9e-5d3a0bfcbb34,Box crushed in shipping to Midwest,Crunchy Chips,Can 330ml,Midwest,Damaged Pack,Twitter,2026-01-21T09:34:00,0.69,False,
429edcae-7c90-42dd-b9d0-b62328ac1773,Resealable Bag v1 leaking in transit to Pacific Northwest,Soda Pop,Resealable Bag v1,Pacific Northwest,Leaking,Call Center,2026-01-21T09:44:00,0.7,False,
63155aab-367e-4916-b443-48bc02f6c035,New lid on Box 200g doesn't seal properly,Crunchy Chips,Box 200g,Pacific Northwest,Seal Failure,Call Center,2026-01-21T10:08:00,0.79,False,
e999e5eb-80b3-4ced-8695-53ca83a14125,New lid on Resealable Bag v1 doesn't seal properly,Crunchy Chips,Resealable Bag v1,Northeast,Seal Failure,Call Center,2026-01-21T10:11:00,0.8,False,
822c76ad-a431-424e-ae11-5a5b78c0a154,Stale Cookies Pack in Can 330ml,Cookies Pack,Can 330ml,Texas,Stale Taste,Twitter,2026-01-21T10:24:00,0.83,False,
353eb4e3-6c6e-4cc9-a8c2-cfd0774778f5,Resealable Bag v2 - New Lid half empty - Cookies Pack,Cookies Pack,Resealable Bag v2 - New Lid,Texas,Low Fill,Amazon Review,2026-01-21T10:35:00,0.62,False,
ec200374-2580-40ca-b9ca-a67fd14e6e26,Resealable Bag v1 leaking in transit to Texas,Granola Bar,Resealable Bag v1,Texas,Leaking,Twitter,2026-01-21T10:37:00,0.64,False,
e13e467a-3819-408d-b80a-89424034b585,Soda Pop tastes stale from California,Soda Pop,Resealable Bag v2 - New Lid,California,Stale Taste,Amazon Review,2026-01-21T10:40:00,0.68,False,
f936fc8b-871f-419a-b636-01150590558b,Resealable Resealable Bag v2 - New Lid failed to close - Midwest,Crunchy Chips,Resealable Bag v2 - New Lid,Midwest,Seal Failure,Email,2026-01-21T10:46:00,0.64,False,
37e8b298-91ad-4ef9-b22c-52ec79f27770,Box 200g leaking in transit to Pacific Northwest,Soda Pop,Box 200g,Pacific Northwest,Leaking,Amazon Review,2026-01-21T10:47:00,0.94,False,
a0539ba1-3119-4108-8711-15dec4c089dd,Can 330ml leaking in transit to Pacific Northwest,Soda Pop,Can 330ml,Pacific Northwest,Leaking,Call Center,2026-01-21T10:54:00,0.85,False,
5efc45fd-ee01-4d59-821d-2b2a654cf4cb,Ordered Cookies Pack got wrong flavor,Cookies Pack,Resealable Bag v1,Texas,Wrong Flavor,Amazon Review,2026-01-21T11:04:00,0.6,False,
0806937f-f222-4e07-a932-3f302aafe3cb,Resealable Bag v2 - New Lid leaking in transit to Northeast,Cookies Pack,Resealable Bag v2 - New Lid,Northeast,Leaking,Amazon Review,2026-01-21T11:10:00,0.84,False,
c2a164dc-f9bb-4555-bd7c-deba40bb064c,Box 200g leaking in transit to California,Soda Pop,Box 200g,California,Leaking,Email,2026-01-21T11:15:00,0.79,False,
6e7d7402-f831-4685-9537-136497fe96f9,Box crushed in shipping to California,Cookies Pack,Resealable Bag v2 - New Lid,California,Damaged Pack,Email,2026-01-21T11:31:00,0.86,False,
80898ddb-3d45-4fce-af5e-a511d7bf05c0,Ordered Cookies Pack got wrong flavor,Cookies Pack,Box 200g,Texas,Wrong Flavor,Email,2026-01-21T11:49:00,0.64,False,
373e1221-ae9a-4907-9941-91bb5858a075,Box 200g leaking in transit to Texas,Granola Bar,Box 200g,Texas,Leaking,Email,2026-01-21T11:50:00,0.8,False,
cf83115c-c24d-4626-9ff3-71f6ccb9482c,Can 330ml half empty - Granola Bar,Granola Bar,Can 330ml,Northeast,Low Fill,Amazon Review,2026-01-21T12:03:00,0.94,False,
cf7c5f95-0d8c-4826-8455-64eeff396995,Resealable Bag v2 - New Lid leaking in transit to Midwest,Crunchy Chips,Resealable Bag v2 - New Lid,Midwest,Leaking,Call Center,2026-01-21T12:19:00,0.87,False,
bc832770-7c77-408d-93b7-e0c763a9b5a8,Resealable Bag v1 half empty - Granola Bar,Granola Bar,Resealable Bag v1,Texas,Low Fill,Email,2026-01-21T12:23:00,0.79,False,
e2e96859-4ef6-42c4-bd96-8a725dd087d4,Opened Cookies Pack and it was stale,Cookies Pack,Resealable Bag v2 - New Lid,Midwest,Stale Taste,Twitter,2026-01-21T12:27:00,0.92,False,
8c095120-1da7-4631-aa14-b0e29d2a87ca,Resealable Bag v2 - New Lid leaking in transit to Northeast,Crunchy Chips,Resealable Bag v2 - New Lid,Northeast,Leaking,Twitter,2026-01-21T12:34:00,0.65,False,
12ddf7c6-8aef-40ad-89cf-5199e7701b85,New lid on Can 330ml doesn't seal properly,Granola Bar,Can 330ml,Midwest,Seal Failure,Email,2026-01-21T13:02:00,0.63,False,
16fe2e96-4667-454f-ba88-d788ac2ac2ba,Box 200g leaking in transit to Northeast,Crunchy Chips,Box 200g,Northeast,Leaking,Twitter,2026-01-21T13:03:00,0.6,False,
5c6c0280-2e8c-4406-bf4f-da398dc3f632,Resealable Bag v1 half empty - Soda Pop,Soda Pop,Resealable Bag v1,Northeast,Low Fill,Twitter,2026-01-21T13:04:00,0.91,False,
3c31f7cc-a882-4b13-b461-9d73350be706,Resealable Bag v2 - New Lid half empty - Granola Bar,Granola Bar,Resealable Bag v2 - New Lid,Midwest,Low Fill,Amazon Review,2026-01-21T13:11:00,0.86,False,
4b896cb6-3032-44aa-b033-b71bf45592f9,Resealable Bag v1 arrived torn,Crunchy Chips,Resealable Bag v1,Texas,Damaged Pack,Amazon Review,2026-01-21T13:22:00,0.68,False,
d4a19257-67fe-4adf-9cc5-37ba8619ffbd,Box crushed in shipping to Northeast,Granola Bar,Box 200g,Northeast,Damaged Pack,Amazon Review,2026-01-21T13:33:00,0.66,False,
56541cd0-107e-4337-956b-39822976b1cb,Ordered Soda Pop got wrong flavor,Soda Pop,Box 200g,Northeast,Wrong Flavor,Twitter,2026-01-21T13:41:00,0.72,False,
3f82cae4-6ee3-4620-99e1-928273a80b8f,Can 330ml half empty - Granola Bar,Granola Bar,Can 330ml,Texas,Low Fill,Call Center,2026-01-21T13:44:00,0.89,False,
cb920bd1-47d5-4d7c-8fe4-11705dd794a5,Opened Crunchy Chips and it was stale,Crunchy Chips,Can 330ml,Pacific Northwest,Stale Taste,Amazon Review,2026-01-21T13:53:00,0.86,False,
7f270391-59e3-461e-8da2-025f4ead1ae2,"The Resealable Bag v1 won't close, goes stale in Pacific Northwest",Granola Bar,Resealable Bag v1,Pacific Northwest,Seal Failure,Amazon Review,2026-01-21T13:59:00,0.7,False,
fdbb26b3-da44-4553-91fe-0c7fa3be70f4,Can 330ml leaking in transit to Northeast,Soda Pop,Can 330ml,Northeast,Leaking,Twitter,2026-01-21T14:14:00,0.73,False,
2d57a9a4-453f-494c-870a-c8f517b8b102,Box crushed in shipping to Texas,Cookies Pack,Resealable Bag v2 - New Lid,Texas,Damaged Pack,Call Center,2026-01-21T14:15:00,0.79,False,
9983fc7b-2ff1-41a2-b542-a63f66fbd804,Resealable Bag v1 arrived torn,Granola Bar,Resealable Bag v1,Midwest,Damaged Pack,Call Center,2026-01-21T14:43:00,0.65,False,
105c5785-d882-4514-ad57-bb58505d230c,Resealable Bag v1 leaking in transit to Northeast,Soda Pop,Resealable Bag v1,Northeast,Leaking,Amazon Review,2026-01-21T14:59:00,0.9,False,
6044586f-d2f8-4cc2-a0d0-7a1df5da1b7c,Ordered Cookies Pack got wrong flavor,Cookies Pack,Box 200g,California,Wrong Flavor,Twitter,2026-01-21T15:00:00,0.83,False,
fca58b17-560c-44ab-b8bc-69ff9927ab34,Box 200g leaking in transit to California,Cookies Pack,Box 200g,California,Leaking,Amazon Review,2026-01-21T15:01:00,0.74,False,
5df57b89-0ab4-4a9d-9bb5-f8ee5f54b99d,Box 200g arrived torn,Soda Pop,Box 200g,Pacific Northwest,Damaged Pack,Call Center,2026-01-21T15:03:00,0.81,False,
3dcc2e66-8a02-47fb-9e16-61320cd6851f,Ordered Granola Bar got wrong flavor,Granola Bar,Resealable Bag v1,Pacific Northwest,Wrong Flavor,Twitter,2026-01-21T15:08:00,0.73,False,
3efd4571-6023-407a-bdf0-6951338e8f50,Ordered Cookies Pack got wrong flavor,Cookies Pack,Resealable Bag v2 - New Lid,Texas,Wrong Flavor,Email,2026-01-21T15:09:00,0.82,False,
14560a56-9358-4417-8c2b-760fd156eba0,Ordered Cookies Pack got wrong flavor,Cookies Pack,Can 330ml,Texas,Wrong Flavor,Call Center,2026-01-21T15:19:00,0.6,False,
ff4d6591-2ba7-4e1e-b98f-b723a1bcb13b,Box 200g leaking in transit to Northeast,Granola Bar,Box 200g,Northeast,Leaking,Email,2026-01-21T15:43:00,0.75,False,
5a68b262-d8ee-4e3f-9a6f-0971c2caded1,Box crushed in shipping to Midwest,Cookies Pack,Resealable Bag v1,Midwest,Damaged Pack,Twitter,2026-01-21T15:44:00,0.92,False,
4f03f326-c50b-43cc-96aa-006e898a7f37,Ordered Granola Bar got wrong flavor,Granola Bar,Box 200g,Pacific Northwest,Wrong Flavor,Twitter,2026-01-21T15:49:00,0.68,False,
78503ce9-bc29-4fab-a378-38b302eb031e,Resealable Bag v2 - New Lid arrived torn,Crunchy Chips,Resealable Bag v2 - New Lid,California,Damaged Pack,Email,2026-01-21T16:15:00,0.79,False,
1f89edd3-b882-4538-b6b5-9ee8735d13e0,Ordered Crunchy Chips got wrong flavor,Crunchy Chips,Resealable Bag v2 - New Lid,Midwest,Wrong Flavor,Twitter,2026-01-21T16:35:00,0.92,False,
5c055c37-efca-4f2b-8618-51a60931c2f5,Can 330ml leaking in transit to California,Cookies Pack,Can 330ml,California,Leaking,Call Center,2026-01-21T16:39:00,0.87,False,
aa66a4fa-4436-48b9-a1b1-d4e2009fc414,Box 200g leaking in transit to California,Crunchy Chips,Box 200g,California,Leaking,Call Center,2026-01-21T16:39:00,0.84,False,
376a8c07-5a27-46fb-a63f-94ddc66b6bf2,Can 330ml leaking in transit to Midwest,Soda Pop,Can 330ml,Midwest,Leaking,Amazon Review,2026-01-21T16:49:00,0.76,False,
a62498b8-a44d-4f32-9586-22bbcf67bc53,Resealable Bag v2 - New Lid half empty - Crunchy Chips,Crunchy Chips,Resealable Bag v2 - New Lid,Pacific Northwest,Low Fill,Amazon Review,2026-01-21T17:01:00,0.63,False,
3bb00e76-85c8-4224-bfe6-8aa5942acb26,Ordered Soda Pop got wrong flavor,Soda Pop,Can 330ml,California,Wrong Flavor,Email,2026-01-21T17:01:00,0.85,False,
05686d68-f644-401a-8bea-101957c3a091,Can 330ml half empty - Crunchy Chips,Crunchy Chips,Can 330ml,California,Low Fill,Twitter,2026-01-21T17:05:00,0.87,False,
d0dc9429-5b4c-4f0d-8ebe-3afbbeafcf02,Box 200g half empty - Granola Bar,Granola Bar,Box 200g,Pacific Northwest,Low Fill,Call Center,2026-01-21T17:09:00,0.62,False,
da89b635-a1f5-4d15-99b1-3f9d8925f4c7,"The Can 330ml won't close, goes stale in Northeast",Soda Pop,Can 330ml,Northeast,Seal Failure,Email,2026-01-21T17:15:00,0.9,False,
09a8e5f3-d9eb-4001-97ef-58faf2ead8c2,Box 200g arrived torn,Crunchy Chips,Box 200g,Midwest,Damaged Pack,Amazon Review,2026-01-21T17:15:00,0.65,False,
21c3b4fa-48a2-4937-bc56-b82bc14e45de,"The Box 200g won't close, goes stale in Northeast",Cookies Pack,Box 200g,Northeast,Seal Failure,Amazon Review,2026-01-21T17:26:00,0.66,False,
23d6f6e0-e227-48a8-97a5-2f9814a2a308,Resealable Bag v1 arrived torn,Crunchy Chips,Resealable Bag v1,Midwest,Damaged Pack,Amazon Review,2026-01-21T17:54:00,0.81,False,
d9ca4e26-1844-4d43-ba6d-f26c203150ce,Resealable Bag v1 half empty - Crunchy Chips,Crunchy Chips,Resealable Bag v1,California,Low Fill,Email,2026-01-21T18:01:00,0.7,False,
7d267cd4-b117-40cf-bd74-4b278c97992f,Cookies Pack tastes stale from Pacific Northwest,Cookies Pack,Can 330ml,Pacific Northwest,Stale Taste,Call Center,2026-01-21T18:05:00,0.69,False,
66818a35-a2d7-4989-afdb-a8ad3a3e5b75,Resealable Bag v1 leaking in transit to California,Granola Bar,Resealable Bag v1,California,Leaking,Email,2026-01-21T18:06:00,0.64,False,
6d6c443e-c4ba-4580-b974-a312164d04cf,Opened Granola Bar and it was stale,Granola Bar,Box 200g,Midwest,Stale Taste,Amazon Review,2026-01-21T18:11:00,0.75,False,
b36b7fb2-32d8-4b0b-807d-d0a61b139165,"The Box 200g won't close, goes stale in Pacific Northwest",Soda Pop,Box 200g,Pacific Northwest,Seal Failure,Call Center,2026-01-21T18:14:00,0.83,False,
a1c90d9a-fbe4-4862-b643-16ea06700819,Opened Cookies Pack and it was stale,Cookies Pack,Resealable Bag v2 - New Lid,Northeast,Stale Taste,Amazon Review,2026-01-21T18:30:00,0.62,False,
4f5492aa-476f-4f44-949f-4f42fdb0290e,Can 330ml leaking in transit to Midwest,Soda Pop,Can 330ml,Midwest,Leaking,Twitter,2026-01-21T18:33:00,0.92,False,
